Date,Price
13/3/2019,3.856
14/3/2019,3.853
15/3/2019,3.853
17/3/2019,3.853
18/3/2019,3.853
19/3/2019,3.849
20/3/2019,3.849
21/3/2019,3.803
22/3/2019,3.81
24/3/2019,3.815
25/3/2019,3.801
26/3/2019,3.813
27/3/2019,3.819
28/3/2019,3.763
29/3/2019,3.773
31/3/2019,3.777
1/4/2019,3.783
2/4/2019,3.79
3/4/2019,3.772
4/4/2019,3.759
5/4/2019,3.756
7/4/2019,3.757
8/4/2019,3.788
9/4/2019,3.791
10/4/2019,3.79
11/4/2019,3.782
12/4/2019,3.78
14/4/2019,3.778
15/4/2019,3.779
16/4/2019,3.822
17/4/2019,3.856
18/4/2019,3.887
19/4/2019,3.931
21/4/2019,3.914
22/4/2019,3.932
23/4/2019,3.891
24/4/2019,3.858
25/4/2019,3.809
26/4/2019,3.785
28/4/2019,3.784
29/4/2019,3.793
30/4/2019,3.799
1/5/2019,3.797
2/5/2019,3.803
3/5/2019,3.821
5/5/2019,3.82
6/5/2019,3.8
7/5/2019,3.796
8/5/2019,3.779
9/5/2019,3.791
10/5/2019,3.797
12/5/2019,3.796
13/5/2019,3.805
14/5/2019,3.818
15/5/2019,3.831
16/5/2019,3.818
17/5/2019,3.819
20/5/2019,3.82
21/5/2019,3.819
22/5/2019,3.822
23/5/2019,3.836
24/5/2019,3.822
26/5/2019,3.817
27/5/2019,3.822
28/5/2019,3.819
29/5/2019,3.812
30/5/2019,3.813
31/5/2019,3.796
2/6/2019,3.791
3/6/2019,3.76
4/6/2019,3.724
7/6/2019,3.712
9/6/2019,3.698
10/6/2019,3.707
11/6/2019,3.724
12/6/2019,3.731
13/6/2019,3.736
14/6/2019,3.731
16/6/2019,3.718
17/6/2019,3.725
18/6/2019,3.713
19/6/2019,3.704
20/6/2019,3.662
21/6/2019,3.659
23/6/2019,3.659
24/6/2019,3.674
25/6/2019,3.664
26/6/2019,3.659
27/6/2019,3.654
28/6/2019,3.648
30/6/2019,3.641
1/7/2019,3.648
2/7/2019,3.648
3/7/2019,3.63
4/7/2019,3.626
5/7/2019,3.626
7/7/2019,3.624
8/7/2019,3.631
9/7/2019,3.642
10/7/2019,3.646
11/7/2019,3.635
12/7/2019,3.629
14/7/2019,3.619
15/7/2019,3.621
16/7/2019,3.62
17/7/2019,3.627
18/7/2019,3.625
19/7/2019,3.619
21/7/2019,3.611
22/7/2019,3.612
23/7/2019,3.616
24/7/2019,3.616
25/7/2019,3.61
26/7/2019,3.603
28/7/2019,3.594
29/7/2019,3.596
30/7/2019,3.595
31/7/2019,3.599
1/8/2019,3.611
2/8/2019,3.567
4/8/2019,3.563
5/8/2019,3.565
6/8/2019,3.563
7/8/2019,3.542
8/8/2019,3.477
9/8/2019,3.456
12/8/2019,3.444
13/8/2019,3.447
14/8/2019,3.433
15/8/2019,3.337
16/8/2019,3.202
18/8/2019,3.194
19/8/2019,3.254
20/8/2019,3.297
21/8/2019,3.371
22/8/2019,3.363
23/8/2019,3.367
25/8/2019,3.373
26/8/2019,3.322
27/8/2019,3.321
28/8/2019,3.304
29/8/2019,3.31
30/8/2019,3.319
2/9/2019,3.326
3/9/2019,3.301
4/9/2019,3.301
5/9/2019,3.302
6/9/2019,3.338
9/9/2019,3.358
10/9/2019,3.373
11/9/2019,3.389
12/9/2019,3.34
13/9/2019,3.355
16/9/2019,3.355
17/9/2019,3.356
18/9/2019,3.365
19/9/2019,3.409
20/9/2019,3.442
22/9/2019,3.452
23/9/2019,3.471
24/9/2019,3.49
25/9/2019,3.457
26/9/2019,3.437
27/9/2019,3.372
29/9/2019,3.357
30/9/2019,3.345
1/10/2019,3.323
2/10/2019,3.296
3/10/2019,3.29
4/10/2019,3.289
6/10/2019,3.291
7/10/2019,3.439
8/10/2019,3.409
9/10/2019,3.401
10/10/2019,3.402
11/10/2019,3.405
13/10/2019,3.409
14/10/2019,3.414
15/10/2019,3.428
16/10/2019,3.426
17/10/2019,3.428
18/10/2019,3.417
20/10/2019,3.437
21/10/2019,3.424
22/10/2019,3.425
23/10/2019,3.425
24/10/2019,3.437
25/10/2019,3.45
28/10/2019,3.477
29/10/2019,3.462
30/10/2019,3.464
31/10/2019,3.438
1/11/2019,3.404
3/11/2019,3.423
4/11/2019,3.4
5/11/2019,3.42
6/11/2019,3.459
7/11/2019,3.454
8/11/2019,3.441
10/11/2019,3.447
11/11/2019,3.427
12/11/2019,3.441
13/11/2019,3.447
14/11/2019,3.446
15/11/2019,3.445
17/11/2019,3.461
18/11/2019,3.435
19/11/2019,3.434
20/11/2019,3.422
21/11/2019,3.422
22/11/2019,3.422
24/11/2019,3.443
25/11/2019,3.422
26/11/2019,3.424
27/11/2019,3.433
28/11/2019,3.43
29/11/2019,3.439
1/12/2019,3.457
2/12/2019,3.441
3/12/2019,3.447
4/12/2019,3.435
5/12/2019,3.438
6/12/2019,3.438
8/12/2019,3.462
9/12/2019,3.444
10/12/2019,3.446
11/12/2019,3.44
12/12/2019,3.432
13/12/2019,3.449
15/12/2019,3.47
16/12/2019,3.449
17/12/2019,3.441
18/12/2019,3.419
19/12/2019,3.399
20/12/2019,3.393
22/12/2019,3.406
23/12/2019,3.393
24/12/2019,3.372
25/12/2019,3.387
26/12/2019,3.362
27/12/2019,3.348
29/12/2019,3.362
30/12/2019,3.342
31/12/2019,3.316
1/1/2020,3.334
2/1/2020,3.312
3/1/2020,3.302
5/1/2020,3.314
6/1/2020,3.282
7/1/2020,3.295
8/1/2020,3.275
9/1/2020,3.281
10/1/2020,3.279
12/1/2020,3.301
13/1/2020,3.283
14/1/2020,3.286
15/1/2020,3.288
16/1/2020,3.288
17/1/2020,3.294
19/1/2020,3.318
20/1/2020,3.29
21/1/2020,3.296
22/1/2020,3.291
23/1/2020,3.174
24/1/2020,3.166
27/1/2020,3.178
28/1/2020,3.165
29/1/2020,3.158
30/1/2020,3.144
31/1/2020,3.141
2/2/2020,3.152
3/2/2020,3.14
4/2/2020,3.135
5/2/2020,3.119
6/2/2020,3.121
7/2/2020,3.089
9/2/2020,3.083
10/2/2020,3.026
11/2/2020,2.993
12/2/2020,2.919
13/2/2020,2.875
14/2/2020,2.879
16/2/2020,2.888
17/2/2020,2.879
18/2/2020,2.889
19/2/2020,2.929
20/2/2020,2.944
21/2/2020,2.924
23/2/2020,2.923
24/2/2020,3.006
25/2/2020,2.974
26/2/2020,2.846
27/2/2020,2.853
28/2/2020,2.826
1/3/2020,2.832
2/3/2020,2.804
3/3/2020,2.827
4/3/2020,2.769
5/3/2020,2.791
6/3/2020,2.783
8/3/2020,2.796
9/3/2020,2.838
10/3/2020,2.901
11/3/2020,2.908
12/3/2020,2.947
13/3/2020,3.038
15/3/2020,3.194
16/3/2020,3.153
17/3/2020,3.195
18/3/2020,3.375
19/3/2020,3.433
20/3/2020,3.536
22/3/2020,3.563
23/3/2020,3.571
24/3/2020,3.573
25/3/2020,3.573
26/3/2020,3.54
27/3/2020,3.476
29/3/2020,3.366
30/3/2020,3.399
31/3/2020,3.365
1/4/2020,3.35
2/4/2020,3.405
3/4/2020,3.35
5/4/2020,3.381
6/4/2020,3.36
7/4/2020,3.368
8/4/2020,3.38
9/4/2020,3.379
10/4/2020,3.377
12/4/2020,3.392
13/4/2020,3.383
14/4/2020,3.369
15/4/2020,3.148
16/4/2020,3.07
17/4/2020,3.029
19/4/2020,2.938
20/4/2020,2.934
21/4/2020,2.93
22/4/2020,2.963
23/4/2020,2.939
24/4/2020,2.887
26/4/2020,2.891
27/4/2020,2.877
28/4/2020,2.893
29/4/2020,2.89
30/4/2020,2.866
3/5/2020,2.869
4/5/2020,2.872
5/5/2020,2.793
6/5/2020,2.797
7/5/2020,2.805
8/5/2020,2.803
11/5/2020,2.825
12/5/2020,2.855
13/5/2020,2.891
14/5/2020,2.892
15/5/2020,2.886
17/5/2020,2.895
18/5/2020,2.891
19/5/2020,2.902
20/5/2020,2.878
21/5/2020,2.989
22/5/2020,2.967
26/5/2020,3.009
27/5/2020,2.965
28/5/2020,2.963
29/5/2020,2.954
1/6/2020,2.957
2/6/2020,2.976
3/6/2020,3
4/6/2020,3.021
5/6/2020,3.072
8/6/2020,3.134
9/6/2020,3.106
10/6/2020,3.105
11/6/2020,3.078
12/6/2020,3.071
14/6/2020,3.076
15/6/2020,3.071
16/6/2020,3.065
17/6/2020,3.069
18/6/2020,3.069
19/6/2020,3.065
21/6/2020,3.079
22/6/2020,3.062
23/6/2020,3.056
24/6/2020,3.043
25/6/2020,3.038
26/6/2020,3.035
28/6/2020,3.048
29/6/2020,3.049
30/6/2020,3.057
1/7/2020,3.007
2/7/2020,2.943
3/7/2020,2.933
4/7/2020,2.944
5/7/2020,2.941
6/7/2020,2.932
7/7/2020,2.913
8/7/2020,2.818
9/7/2020,2.796
10/7/2020,2.8
13/7/2020,2.8
14/7/2020,2.801
15/7/2020,2.802
16/7/2020,2.783
17/7/2020,2.769
19/7/2020,2.773
20/7/2020,2.745
21/7/2020,2.73
22/7/2020,2.711
23/7/2020,2.687
24/7/2020,2.683
26/7/2020,2.688
27/7/2020,2.684
28/7/2020,2.674
29/7/2020,2.655
30/7/2020,2.626
2/8/2020,2.63
3/8/2020,2.614
4/8/2020,2.575
5/8/2020,2.527
6/8/2020,2.501
7/8/2020,2.522
9/8/2020,2.503
10/8/2020,2.564
11/8/2020,2.593
12/8/2020,2.582
13/8/2020,2.579
14/8/2020,2.588
16/8/2020,2.586
17/8/2020,2.585
18/8/2020,2.584
19/8/2020,2.578
20/8/2020,2.58
21/8/2020,2.569
23/8/2020,2.553
24/8/2020,2.563
25/8/2020,2.56
26/8/2020,2.599
27/8/2020,2.622
28/8/2020,2.673
31/8/2020,2.695
1/9/2020,2.661
2/9/2020,2.636
3/9/2020,2.638
4/9/2020,2.644
6/9/2020,2.67
7/9/2020,2.661
8/9/2020,2.665
9/9/2020,2.668
10/9/2020,2.687
11/9/2020,2.716
12/9/2020,2.726
13/9/2020,2.72
14/9/2020,2.707
15/9/2020,2.709
16/9/2020,2.718
17/9/2020,2.744
18/9/2020,2.748
20/9/2020,2.783
21/9/2020,2.742
22/9/2020,2.746
23/9/2020,2.755
24/9/2020,2.758
25/9/2020,2.772
27/9/2020,2.801
28/9/2020,2.791
29/9/2020,2.803
30/9/2020,2.78
1/10/2020,2.75
2/10/2020,2.743
4/10/2020,2.72
5/10/2020,2.731
6/10/2020,2.692
7/10/2020,2.688
8/10/2020,2.686
9/10/2020,2.709
11/10/2020,2.722
12/10/2020,2.711
13/10/2020,2.7
14/10/2020,2.697
15/10/2020,2.588
16/10/2020,2.6
18/10/2020,2.604
19/10/2020,2.599
20/10/2020,2.613
21/10/2020,2.611
22/10/2020,2.617
23/10/2020,2.641
25/10/2020,2.649
26/10/2020,2.659
27/10/2020,2.655
28/10/2020,2.633
29/10/2020,2.641
30/10/2020,2.625
1/11/2020,2.632
2/11/2020,2.641
3/11/2020,2.701
4/11/2020,2.711
5/11/2020,2.686
6/11/2020,2.669
8/11/2020,2.681
9/11/2020,2.57
10/11/2020,2.664
11/11/2020,2.676
12/11/2020,2.692
13/11/2020,2.656
15/11/2020,2.664
16/11/2020,2.662
17/11/2020,2.675
18/11/2020,2.661
19/11/2020,2.664
20/11/2020,2.669
22/11/2020,2.678
23/11/2020,2.665
24/11/2020,2.669
25/11/2020,2.656
26/11/2020,2.697
27/11/2020,2.709
29/11/2020,2.714
30/11/2020,2.767
1/12/2020,2.743
2/12/2020,2.745
3/12/2020,2.747
4/12/2020,2.712
6/12/2020,2.72
7/12/2020,2.779
8/12/2020,2.748
9/12/2020,2.759
10/12/2020,2.756
11/12/2020,2.755
13/12/2020,2.766
14/12/2020,2.766
15/12/2020,2.735
16/12/2020,2.731
17/12/2020,2.716
18/12/2020,2.696
20/12/2020,2.694
21/12/2020,2.689
22/12/2020,2.688
23/12/2020,2.693
24/12/2020,2.695
27/12/2020,2.706
28/12/2020,2.691
29/12/2020,2.688
30/12/2020,2.685
31/12/2020,2.679
3/1/2021,2.649
4/1/2021,2.593
5/1/2021,2.587
6/1/2021,2.588
7/1/2021,2.619
8/1/2021,2.656
10/1/2021,2.672
11/1/2021,2.663
12/1/2021,2.709
13/1/2021,2.671
14/1/2021,2.646
15/1/2021,2.643
17/1/2021,2.647
18/1/2021,2.644
19/1/2021,2.64
20/1/2021,2.681
21/1/2021,2.698
22/1/2021,2.716
24/1/2021,2.741
25/1/2021,2.701
26/1/2021,2.704
27/1/2021,2.711
28/1/2021,2.71
29/1/2021,2.71
1/2/2021,2.72
2/2/2021,2.711
3/2/2021,2.719
4/2/2021,2.753
5/2/2021,2.756
7/2/2021,2.77
8/2/2021,2.795
9/2/2021,2.818
10/2/2021,2.812
11/2/2021,2.812
14/2/2021,2.816
15/2/2021,2.896
16/2/2021,2.957
17/2/2021,3.006
18/2/2021,2.974
19/2/2021,2.943
21/2/2021,2.964
22/2/2021,2.975
23/2/2021,2.99
24/2/2021,2.986
25/2/2021,2.992
26/2/2021,3.1
28/2/2021,3.119
1/3/2021,3.092
2/3/2021,3.09
3/3/2021,3.09
4/3/2021,3.118
5/3/2021,3.218
7/3/2021,3.303
8/3/2021,3.336
9/3/2021,3.381
10/3/2021,3.354
11/3/2021,3.283
12/3/2021,3.293
14/3/2021,3.362
15/3/2021,3.495
16/3/2021,3.463
17/3/2021,3.448
18/3/2021,3.461
19/3/2021,3.452
21/3/2021,3.47
22/3/2021,3.453
23/3/2021,3.45
24/3/2021,3.424
25/3/2021,3.399
26/3/2021,3.366
28/3/2021,3.362
29/3/2021,3.334
30/3/2021,3.291
31/3/2021,3.278
1/4/2021,3.223
2/4/2021,3.123
3/4/2021,3.135
5/4/2021,3.177
6/4/2021,3.149
7/4/2021,3.077
8/4/2021,3.095
9/4/2021,3.04
11/4/2021,3.056
12/4/2021,3.06
13/4/2021,3.102
14/4/2021,3.106
15/4/2021,3.108
16/4/2021,3.077
18/4/2021,3.089
19/4/2021,3.069
20/4/2021,3.091
21/4/2021,3.091
22/4/2021,3.071
23/4/2021,3.088
25/4/2021,3.108
26/4/2021,3.104
27/4/2021,3.135
28/4/2021,3.172
29/4/2021,3.179
30/4/2021,3.151
2/5/2021,3.145
3/5/2021,3.139
4/5/2021,3.125
5/5/2021,3.076
6/5/2021,3.067
7/5/2021,3.073
9/5/2021,3.097
10/5/2021,3.101
11/5/2021,3.136
12/5/2021,3.145
16/5/2021,3.165
17/5/2021,3.162
18/5/2021,3.183
19/5/2021,3.215
20/5/2021,3.226
21/5/2021,3.228
23/5/2021,3.24
24/5/2021,3.22
25/5/2021,3.223
26/5/2021,3.233
27/5/2021,3.218
28/5/2021,3.217
30/5/2021,3.226
31/5/2021,3.234
1/6/2021,3.231
2/6/2021,3.222
3/6/2021,3.217
4/6/2021,3.238
7/6/2021,3.261
8/6/2021,3.301
9/6/2021,3.304
10/6/2021,3.258
11/6/2021,3.24
13/6/2021,3.255
14/6/2021,3.25
15/6/2021,3.287
16/6/2021,3.287
17/6/2021,3.312
18/6/2021,3.291
20/6/2021,3.303
21/6/2021,3.272
22/6/2021,3.296
23/6/2021,3.283
24/6/2021,3.285
25/6/2021,3.301
27/6/2021,3.321
28/6/2021,3.307
29/6/2021,3.315
30/6/2021,3.291
1/7/2021,3.284
2/7/2021,3.242
4/7/2021,3.246
5/7/2021,3.206
6/7/2021,3.2
7/7/2021,3.172
8/7/2021,3.149
9/7/2021,3.194
11/7/2021,3.221
12/7/2021,3.267
13/7/2021,3.252
14/7/2021,3.271
15/7/2021,3.237
16/7/2021,3.207
18/7/2021,3.216
19/7/2021,3.16
20/7/2021,3.206
21/7/2021,3.109
22/7/2021,3.132
23/7/2021,3.134
25/7/2021,3.152
26/7/2021,3.137
27/7/2021,3.161
28/7/2021,3.165
29/7/2021,3.183
30/7/2021,3.179
2/8/2021,3.182
3/8/2021,3.173
4/8/2021,3.178
5/8/2021,3.188
6/8/2021,3.197
9/8/2021,3.22
10/8/2021,3.233
11/8/2021,3.25
12/8/2021,3.226
13/8/2021,3.224
15/8/2021,3.246
16/8/2021,3.226
17/8/2021,3.222
18/8/2021,3.25
19/8/2021,3.246
20/8/2021,3.243
22/8/2021,3.247
23/8/2021,3.243
24/8/2021,3.243
25/8/2021,3.242
26/8/2021,3.256
27/8/2021,3.236
29/8/2021,3.236
30/8/2021,3.208
31/8/2021,3.223
1/9/2021,3.218
2/9/2021,3.214
3/9/2021,3.204
5/9/2021,3.211
6/9/2021,3.207
7/9/2021,3.228
8/9/2021,3.241
9/9/2021,3.237
10/9/2021,3.246
12/9/2021,3.28
13/9/2021,3.251
14/9/2021,3.292
15/9/2021,3.307
16/9/2021,3.323
17/9/2021,3.341
19/9/2021,3.361
20/9/2021,3.354
21/9/2021,3.358
22/9/2021,3.359
23/9/2021,3.37
24/9/2021,3.415
26/9/2021,3.44
27/9/2021,3.442
28/9/2021,3.449
29/9/2021,3.433
30/9/2021,3.38
1/10/2021,3.372
2/10/2021,3.378
3/10/2021,3.413
4/10/2021,3.377
5/10/2021,3.433
6/10/2021,3.472
7/10/2021,3.593
8/10/2021,3.619
10/10/2021,3.648
11/10/2021,3.681
12/10/2021,3.618
13/10/2021,3.616
14/10/2021,3.542
15/10/2021,3.549
17/10/2021,3.578
18/10/2021,3.56
19/10/2021,3.599
20/10/2021,3.606
21/10/2021,3.617
22/10/2021,3.619
24/10/2021,3.658
25/10/2021,3.621
26/10/2021,3.603
27/10/2021,3.595
28/10/2021,3.58
29/10/2021,3.59
31/10/2021,3.615
1/11/2021,3.606
2/11/2021,3.627
3/11/2021,3.625
4/11/2021,3.638
5/11/2021,3.573
7/11/2021,3.595
8/11/2021,3.543
9/11/2021,3.543
10/11/2021,3.515
11/11/2021,3.562
12/11/2021,3.569
14/11/2021,3.596
15/11/2021,3.562
16/11/2021,3.565
17/11/2021,3.576
18/11/2021,3.576
19/11/2021,3.57
21/11/2021,3.575
22/11/2021,3.562
23/11/2021,3.573
24/11/2021,3.573
25/11/2021,3.574
26/11/2021,3.541
28/11/2021,3.553
29/11/2021,3.524
30/11/2021,3.528
1/12/2021,3.535
2/12/2021,3.544
3/12/2021,3.554
5/12/2021,3.548
6/12/2021,3.53
7/12/2021,3.534
8/12/2021,3.539
9/12/2021,3.549
10/12/2021,3.553
12/12/2021,3.576
13/12/2021,3.553
14/12/2021,3.565
15/12/2021,3.561
16/12/2021,3.57
17/12/2021,3.566
19/12/2021,3.578
20/12/2021,3.559
21/12/2021,3.555
22/12/2021,3.546
23/12/2021,3.554
24/12/2021,3.559
27/12/2021,3.559
28/12/2021,3.576
29/12/2021,3.586
30/12/2021,3.6
31/12/2021,3.589
2/1/2022,3.609
3/1/2022,3.592
4/1/2022,3.637
5/1/2022,3.629
6/1/2022,3.676
7/1/2022,3.669
9/1/2022,3.705
10/1/2022,3.678
11/1/2022,3.672
12/1/2022,3.663
13/1/2022,3.664
14/1/2022,3.662
16/1/2022,3.674
17/1/2022,3.667
18/1/2022,3.677
19/1/2022,3.733
20/1/2022,3.738
21/1/2022,3.718
23/1/2022,3.737
24/1/2022,3.728
25/1/2022,3.73
26/1/2022,3.73
27/1/2022,3.761
28/1/2022,3.767
30/1/2022,3.747
31/1/2022,3.733
2/2/2022,3.764
3/2/2022,3.731
4/2/2022,3.734
6/2/2022,3.744
7/2/2022,3.737
8/2/2022,3.748
9/2/2022,3.762
10/2/2022,3.764
11/2/2022,3.773
13/2/2022,3.74
14/2/2022,3.693
15/2/2022,3.693
16/2/2022,3.675
17/2/2022,3.663
18/2/2022,3.657
20/2/2022,3.685
21/2/2022,3.663
22/2/2022,3.663
23/2/2022,3.675
24/2/2022,3.666
25/2/2022,3.675
27/2/2022,3.704
28/2/2022,3.704
1/3/2022,3.673
2/3/2022,3.663
3/3/2022,3.669
4/3/2022,3.657
6/3/2022,3.685
7/3/2022,3.661
8/3/2022,3.675
9/3/2022,3.675
10/3/2022,3.675
11/3/2022,3.679
13/3/2022,3.707
14/3/2022,3.687
15/3/2022,3.693
16/3/2022,3.693
17/3/2022,3.699
18/3/2022,3.699
20/3/2022,3.728
21/3/2022,3.699
22/3/2022,3.752
23/3/2022,3.788
24/3/2022,3.806
25/3/2022,3.86
27/3/2022,3.892
28/3/2022,3.975
29/3/2022,3.945
30/3/2022,3.915
31/3/2022,3.879
1/4/2022,3.909
4/4/2022,3.939
5/4/2022,3.939
6/4/2022,4.048
7/4/2022,4.012
8/4/2022,4.012
11/4/2022,4.038
12/4/2022,4.062
13/4/2022,4.056
14/4/2022,4.032
15/4/2022,4.112
17/4/2022,4.142
18/4/2022,4.152
19/4/2022,4.184
20/4/2022,4.221
21/4/2022,4.166
22/4/2022,4.228
24/4/2022,4.246
25/4/2022,4.293
26/4/2022,4.316
27/4/2022,4.3
28/4/2022,4.419
29/4/2022,4.384
5/5/2022,4.446
6/5/2022,4.475
8/5/2022,4.473
9/5/2022,4.416
10/5/2022,4.37
11/5/2022,4.399
12/5/2022,4.398
13/5/2022,4.445
17/5/2022,4.489
18/5/2022,4.49
19/5/2022,4.42
20/5/2022,4.371
23/5/2022,4.241
24/5/2022,4.236
25/5/2022,4.188
26/5/2022,4.175
27/5/2022,4.136
29/5/2022,4.173
30/5/2022,4.15
31/5/2022,4.182
1/6/2022,4.202
2/6/2022,4.251
3/6/2022,4.2
7/6/2022,4.2
8/6/2022,4.213
9/6/2022,4.226
10/6/2022,4.24
12/6/2022,4.278
13/6/2022,4.24
14/6/2022,4.4
15/6/2022,4.348
16/6/2022,4.342
17/6/2022,4.342
20/6/2022,4.336
21/6/2022,4.33
22/6/2022,4.273
23/6/2022,4.196
24/6/2022,4.19
27/6/2022,4.241
28/6/2022,4.229
29/6/2022,4.236
30/6/2022,4.274
1/7/2022,4.23
4/7/2022,4.211
5/7/2022,4.198
6/7/2022,4.122
7/7/2022,4.154
8/7/2022,4.142
11/7/2022,4.179
12/7/2022,4.048
13/7/2022,4.042
14/7/2022,4.061
15/7/2022,4.061
18/7/2022,4.017
19/7/2022,4.055
20/7/2022,4.061
21/7/2022,4.068
22/7/2022,4.011
25/7/2022,4.011
26/7/2022,3.979
27/7/2022,3.978
28/7/2022,3.973
29/7/2022,3.901
31/7/2022,3.931
1/8/2022,3.892
2/8/2022,3.902
3/8/2022,3.957
4/8/2022,3.958
5/8/2022,3.94
8/8/2022,3.971
9/8/2022,3.953
10/8/2022,3.96
11/8/2022,3.951
12/8/2022,3.981
15/8/2022,3.974
16/8/2022,3.96
17/8/2022,3.981
18/8/2022,3.974
19/8/2022,3.976
21/8/2022,4.003
22/8/2022,3.978
23/8/2022,3.993
24/8/2022,3.993
25/8/2022,3.972
26/8/2022,3.959
28/8/2022,3.997
29/8/2022,4.02
30/8/2022,3.991
1/9/2022,4.014
2/9/2022,4.023
4/9/2022,4.049
5/9/2022,4.027
6/9/2022,4.029
7/9/2022,4.119
8/9/2022,4.068
9/9/2022,4.046
11/9/2022,4.069
12/9/2022,4.056
13/9/2022,4.057
14/9/2022,4.111
15/9/2022,4.149
18/9/2022,4.181
19/9/2022,4.181
20/9/2022,4.199
21/9/2022,4.224
22/9/2022,4.253
23/9/2022,4.342
25/9/2022,4.374
26/9/2022,4.415
27/9/2022,4.427
28/9/2022,4.475
29/9/2022,4.465
30/9/2022,4.425
2/10/2022,4.47
3/10/2022,4.439
4/10/2022,4.354
5/10/2022,4.338
6/10/2022,4.368
7/10/2022,4.384
10/10/2022,4.404
11/10/2022,4.44
12/10/2022,4.446
13/10/2022,4.444
14/10/2022,4.464
17/10/2022,4.471
18/10/2022,4.448
19/10/2022,4.456
20/10/2022,4.474
21/10/2022,4.58
24/10/2022,4.621
25/10/2022,4.54
26/10/2022,4.44
27/10/2022,4.384
28/10/2022,4.367
30/10/2022,4.407
31/10/2022,4.367
1/11/2022,4.358
2/11/2022,4.326
3/11/2022,4.349
4/11/2022,4.403
6/11/2022,4.45
7/11/2022,4.474
8/11/2022,4.509
9/11/2022,4.503
10/11/2022,4.507
11/11/2022,4.451
13/11/2022,4.455
14/11/2022,4.414
15/11/2022,4.348
16/11/2022,4.331
17/11/2022,4.281
20/11/2022,4.318
21/11/2022,4.398
22/11/2022,4.435
23/11/2022,4.321
24/11/2022,4.249
25/11/2022,4.126
28/11/2022,4.145
29/11/2022,4.117
30/11/2022,4.118
1/12/2022,4.068
2/12/2022,4.038
4/12/2022,4.073
5/12/2022,4.049
6/12/2022,4.055
7/12/2022,4.081
8/12/2022,4.082
9/12/2022,4.077
11/12/2022,4.114
12/12/2022,4.097
13/12/2022,4.117
14/12/2022,4.148
15/12/2022,3.994
16/12/2022,4.013
18/12/2022,4.045
19/12/2022,4.013
20/12/2022,4.056
21/12/2022,4.052
22/12/2022,4.046
23/12/2022,4.046
26/12/2022,4.079
27/12/2022,4.073
28/12/2022,4.092
29/12/2022,4.093
30/12/2022,4.015
3/1/2023,4.02793
4/1/2023,4.0161796
5/1/2023,3.9989507
6/1/2023,3.9823198
8/1/2023,3.9881144
9/1/2023,4.019892
10/1/2023,4.072658
11/1/2023,4.011849
12/1/2023,3.9367554
13/1/2023,3.919348
15/1/2023,3.945976
16/1/2023,3.9490533
17/1/2023,3.962505
18/1/2023,3.9520767
19/1/2023,3.9573543
20/1/2023,3.9378755
24/1/2023,3.80053
25/1/2023,3.6988022
26/1/2023,3.7117567
27/1/2023,3.7284696
29/1/2023,3.7503228
30/1/2023,3.8140569
31/1/2023,3.8245053
1/2/2023,3.7867112
2/2/2023,3.7835078
3/2/2023,3.811748
6/2/2023,3.7857063
7/2/2023,3.751914
8/2/2023,3.772233
9/2/2023,3.7925897
10/2/2023,3.8111382
12/2/2023,3.805863
13/2/2023,3.8148613
14/2/2023,3.8610277
15/2/2023,3.878546
16/2/2023,3.8783898
17/2/2023,3.891162
19/2/2023,3.872015
20/2/2023,3.8598664
21/2/2023,3.901431
22/2/2023,3.890393
23/2/2023,3.8728294
24/2/2023,3.878946
26/2/2023,3.906432
27/2/2023,3.9243596
28/2/2023,3.951478
1/3/2023,3.9416947
2/3/2023,3.9164226
3/3/2023,3.901926
5/3/2023,3.930505
6/3/2023,4.0195026
7/3/2023,4.1259136
8/3/2023,4.086344
9/3/2023,4.019434
10/3/2023,3.9930246
12/3/2023,3.9982493
13/3/2023,4.0135956
14/3/2023,4.0551424
15/3/2023,4.044012
16/3/2023,3.9325805
17/3/2023,3.8951976
19/3/2023,3.920922
20/3/2023,3.977936
21/3/2023,4.042369
22/3/2023,4.033103
23/3/2023,4.023034
24/3/2023,4.005555
26/3/2023,3.979761
27/3/2023,3.9688618
28/3/2023,3.997495
29/3/2023,3.9928951
30/3/2023,3.9841697
31/3/2023,3.981541
2/4/2023,3.9826148
3/4/2023,3.9837637
4/4/2023,4.010201
5/4/2023,3.9944742
6/4/2023,3.9794393
7/4/2023,3.9580338
9/4/2023,3.9293098
10/4/2023,3.9315064
11/4/2023,3.9763858
12/4/2023,3.9617765
13/4/2023,3.9373631
17/4/2023,3.9241192
18/4/2023,3.8889666
19/4/2023,3.8764813
24/4/2023,3.891023
25/4/2023,3.911792
26/4/2023,3.9476898
27/4/2023,3.9158983
28/4/2023,3.8597848
1/5/2023,3.8570092
2/5/2023,3.8345027
3/5/2023,3.8452482
4/5/2023,3.859205
5/5/2023,3.8493483
7/5/2023,3.8593543
8/5/2023,3.817371
9/5/2023,3.802953
10/5/2023,3.7923224
11/5/2023,3.7906947
12/5/2023,3.7964768
14/5/2023,3.794064
15/5/2023,3.7724602
16/5/2023,3.772034
17/5/2023,3.7624056
18/5/2023,3.7591956
19/5/2023,3.7651699
21/5/2023,3.790338
22/5/2023,3.8218565
23/5/2023,3.8553793
24/5/2023,3.8448036
25/5/2023,3.8450367
26/5/2023,3.8547506
28/5/2023,3.8671517
29/5/2023,3.8679574
